0,"",,,,,100001,,,,,,,,,
406,73075,8507,,,,28,2,99,45.6785714285714286,25.1970803297298146,44,15,22,61,85
406,73075,8532,,,,23,5,83,46.4347826086956522,20.8257403818109882,47,19,33,57,74
406,73090,8532,,,,12,5,85,54.1666666666666667,26.4294372152558617,54,20,25,70,83
406,73183,8507,,,,34,1,97,43.2647058823529412,26.2173997549504028,41,9,22,63,78
406,73183,8532,,,,27,0,68,40.6296296296296296,20.3188963740049095,41,9,27,56,66
406,73287,0,,,,15,18,68,36.0000000000000000,15.0475437008360746,35,19,25,47,63
406,73287,8507,,,,524,0,99,44.4064885496183206,23.7639128189045457,45,10,25,62,75
406,73287,8532,,,,524,0,99,44.2919847328244275,25.9047500142340241,44,8,24,64,79
406,73290,0,,,,62,1,99,48.5806451612903226,24.1175729327622714,48,14,33,68,78
406,73290,8507,,,,1663,0,99,44.8683102826217679,25.0591137449000788,45,11,25,64,78
406,73290,8532,,,,1652,0,99,44.4461259079903148,24.1326864803113561,45,10,26,62,76
406,73291,0,,,,9,10,78,41.3333333333333333,25.0299820215676543,41,10,23,56,78
406,73291,8507,,,,170,1,98,46.0647058823529412,24.7307738049157294,46,11,27,66,78
406,73291,8532,,,,168,0,94,46.0476190476190476,24.1074961690887556,46,14,25,65,77
406,73300,0,,,,6,0,90,43.0000000000000000,40.6054183576527136,16,0,7,87,90
406,73300,8507,,,,173,0,96,46.2254335260115607,25.3055982514400966,46,12,27,68,79
406,73300,8532,,,,185,0,97,44.1675675675675676,24.6812071402300423,46,10,23,63,76
406,73301,0,,,,28,1,82,42.5357142857142857,24.4290084740755499,42,4,30,59,76
406,73301,8507,,,,515,0,99,44.4543689320388350,25.2084568938418503,45,9,24,64,78
406,73301,8532,,,,568,0,99,46.0862676056338028,24.6643346848240724,46,12,26,65,78
